datlifeuid,taxakingdom,taxaphylum,taxaclass,taxaorder,taxafamily,taxagenus,taxaspecies,taxainfraspecies,taxabreed,referenceid,derived_from_graph,age_mortality_pdf_id,age_mortality_id,n,n_recaptures,title,list_cohort_period,list_mortality_type,list_source_column,list_type_x,list_sex,list_liberty,population,yearstart,yearend,Comment,embargodate,page,name,column,author_ge_sp,list_stage_timezero,age_left_truncation,age_right_censoring,list_x_units
2687,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,,,DL00013_Spinage,0,DL00013_SpinageLT05.pdf,DL00013_SpinageLT05_female.csv,55,,Life table for African buffalo female between 1967-1969,period,ages at death,dx_real,age,female,wild,Akagera National Park,1968,1969,,,,,,Syncerus caffer (Sparrman),birth/hatch,,,
2687,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,,,DL00013_Spinage,0,DL00013_SpinageLT05.pdf,DL00013_SpinageLT05_male.csv,70,,Life table for African buffalo male between 1967-1969,period,ages at death,dx_real,age,male,wild,Akagera National Park,1968,1969,,,,,,Syncerus caffer (Sparrman),birth/hatch,,,
1020,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,burchelli,boehmi,,DL00013_Spinage,0,DL00013_SpinageLT07.pdf,DL00013_SpinageLT07_female.csv,61,,Life tables of zebra females 1967-1969,period,ages at death,dx_real,age,female,wild,Akagera National Park,1967,1969,,,,,,Equus burchellii boehmi (Matschie),birth/hatch,,,
1020,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,burchelli,boehmi,,DL00013_Spinage,0,DL00013_SpinageLT07.pdf,DL00013_SpinageLT07_male.csv,67,,Life tables of zebra males 1967-1969,period,ages at death,dx_real,age,male,wild,Akagera National Park,1967,1969,,,,,,Equus burchellii boehmi (Matschie),birth/hatch,,,
2114,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus,aethiopicus,,,DL00013_Spinage,0,DL00013_SpinageLT09.pdf,DL00013_SpinageLT09.csv,423,,Life table for warthog 1967-1969,period,ages at death,dx_real,age,both,wild,Akagera National Park,,,,,,,,Phacochoerus aethiopicus (Pallas),birth/hatch,,,
2021,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,,,DL00014_Dyke_et_al,0,DL00014_Dyke_et_alLT01.pdf,DL00014_Dyke_et_alLT01.csv,280,,Captive Chimpanzee males survival combining 3 US colonies mean,cohort,"age, follow-up",lx_stand,age,male,captive,3 major breeding colonies in US,,1994,,,31,,,Pan troglodytes,birth/hatch,,,
2021,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes,,,DL00014_Dyke_et_al,0,DL00014_Dyke_et_alLT04.pdf,DL00014_Dyke_et_alLT04.csv,258,,Captive Chimpanzee females survival combining 3 US colonies mean,cohort,"age, follow-up",lx_stand,age,female,captive,3 major breeding colonies in US,,1994,,,32,,,Pan troglodytes,birth/hatch,,,
413,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Callorhinus,ursinus,,,DL00015_Lander,,DL00015_LanderLT01.pdf,DL00015_LanderLT01.csv,8798,,Age structure of female fur seals in Alaska,cohort,ages at death,cap_Lx_real,age,female,wild,Pribilof Islands_Alaska,1958,1974,Truncated at age = 8_age determinde by tooth cementum analysis_animlas in collection,,,,,Callorhinus ursinus,birth/hatch,,,
1659,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,flaviventris,,,DL00016_Schwartz,0,DL00016_SchwartzLT01.pdf,DL00016_SchwartzLT01.csv,759,,Life table of male yellow-bellied marmots,cohort,age structure,lx_real,age from stage,male,wild,East River Valley of Gunnison County_Colorado_USA,1962,1993,,,,,,Marmota flaviventris,birth/hatch,,,
1659,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,flaviventris,,,DL00016_Schwartz,0,DL00016_SchwartzLT02.pdf,DL00016_SchwartzLT02.csv,773,,Life table of female yellow-bellied marmots,cohort,age structure,lx_real,age from stage,female,wild,East River Valley of Gunnison County_Colorado_USA,1962,1993,,,,,,Marmota flaviventris,birth/hatch,,,
1078,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,wilderae,,,DL00018_Bruce,,DL00018_BruceLT02.pdf,DL00018_BruceLT02.csv,156,,Age distribution of Blue Ridge Two-lined Salamanders based on 1984 and 1985 data,period,age structure,cap_Lx_real,age from stage,both,wild,Blue Ridge Mountains_North Carolina_USA,1984,1985,truncated at age = 2 yr ,,,,,Eurycea wilderae,birth/hatch,,,
1078,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,wilderae,,,DL00018_Bruce,,DL00018_BruceLT05.pdf,DL00018_BruceLT05.csv,141,,Age distribution of male Blue Ridge Two-lined Salamanders based on Nov._Jan. and Feb. data of 1985-86,period,age structure,cap_Lx_real,age from stage,male,wild,Blue Ridge Mountains_North Carolina_USA,1985,1986,,,,,,Eurycea wilderae,birth/hatch,,,
1078,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,wilderae,,,DL00018_Bruce,,DL00018_BruceLT06.pdf,DL00018_BruceLT06.csv,109,,Age distribution of female Blue Ridge Two-lined Salamanders based on Nov._Jan. and Feb. data of 1985-86,period,age structure,cap_Lx_real,age from stage,female,wild,Blue Ridge Mountains_North Carolina_USA,1985,1986,,,,,,Eurycea wilderae,birth/hatch,,,
1092,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,catus,,,DL00019_Hayashidanietal,0,DL00019_HayashidaniLT01.pdf,DL00019_HayashidaniLT01.csv,3936,,Life table for cats constructed from using the animal cemetery records 1981 - 1982,period,age structure,dx_real,age,both,captive,Kanto_Tokyo in Japan,1981,1982,,,,,,Felis catus,birth/hatch,,,
1243,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,grypus,,,DL00022_Hewer,,DL00022_HewerLT01.pdf,DL00022_HewerLT01.csv,29,,Age structure of male Grey Seals in two Scottish Breeding colonies,period,age structure,cap_Lx_real,age,male,na,Two Scottish breeding colonies_North Rona and Shillay,,,year unknown_age from tooth layers_breeding colony_pregnant females recorded but tottals used her for age structure,,,,,Halichoerus grypus,birth/hatch,,,
1243,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,grypus,,,DL00022_Hewer,,DL00022_HewerLT02.pdf,DL00022_HewerLT02.csv,43,,Age structure of female Grey Seals in two Scottish Breeding colonies,period,age structure,cap_Lx_real,age,female,na,Two Scottish breeding colonies_North Rona and Shillay,,,,,,,,Halichoerus grypu ,birth/hatch,,,
63,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda,melanoleuca,,,DL00026_Wei,0,DL00026_WeiLT01.pdf,DL00026_WeiLT01.csv,58,,The life table of giant panda,period,ages at death,dx_real,age from stage,unknown,wild,Tangjiahe and other reserves_Sichuan China,1984,1986,,,,,,!chinese Ailuropoda melanoleuca,birth/hatch,,,
1608,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,mulatta,,,DL00027_Jiang,,DL00027_JiangLT01.pdf,DL00027_JiangLT01.csv,930,,Age structure of female Rhesus monkeys on Hainan Island,period,age structure,cap_Lx_real,age,female,wild,"Nanwan Peninsula, Hainan Island, China",1982,1985,,,256,Fig.2 females only, Age (year) No of individuals,Macaca mulatta,birth/hatch,,14.000,
1789,Animalia,Chordata,Mammalia,Artiodactyla,Moschidae,Moschus,berezovskii,,,DL00028_Qisen,,DL00028_QisenLT01.pdf,DL00028_QisenLT01.csv,99,,The life table of musk deer,period,age structure,cap_Lx_real,age from stage,both,na,North of Hengduan mountains_China,,,lx_real_truncated at age = 0.29,,,,,Moschus berezovskii,birth/hatch,,,
2114,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Phacochoerus,aethiopicus,,,DL00030_Rodgers,0,DL00030_RodgersLT01.pdf,DL00030_RodgersLT01.csv,169,,Life table for warthog in East Selous,period,ages at death,dx_real,age,both,wild,Selous Game Reserve_Tanzania,1975,1976,,,,,,Phacochoerus aethiopicus (Pallas),birth/hatch,,,
1744,Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,oeconomus,,,DL00031_Liang,0,DL00031_Liang_females.pdf,DL00031_Liang_females.csv,105,,cohort sizes of root vole females F1 in captivity,cohort,cohort size,lx_real,age_follow-up,female,captive,"Haibei Research Station, Qinghai, China",1979,1982,,,171,Life tables of laboratory populations of root vole Females,Age in month group / No. of survival / Survival rates,Microtus oeconomus,birth/hatch,,,
1744,Animalia,Chordata,Mammalia,Rodentia,Muridae,Microtus,oeconomus,,,DL00031_Liang,0,DL00031_Liang_males.pdf,DL00031_Liang_males.csv,124,,cohort sizes of root vole females F1 in captivity,cohort,cohort size,lx_real,age_follow-up,male,captive,"Haibei Research Station, Qinghai, China",1979,1982,,,171,Life tables of laboratory populations of root vole Males,Age in month group / No. of survival / Survival rates,Microtus oeconomus,birth/hatch,,,
1057,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,minor,,,DL00035_Dann,0,DL00035_DannLT.pdf,DL00035_DannLT.csv,201,,Dead recovery at location of birds banded as nestlings Little Penguin,cohort,recovery,lx_real,age_follow-up,both,wild,"Phillip Island, Victoria, Australia",1967,1987,,,65,TABLE 3.1.,Year / Last recovered dead N,Eudyptula minor,birth/hatch,,,
2379,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,tenuirostris,,,DL00036_Bradley,,DL00036_Bradley_mean.pdf,DL00036_Bradley_mean.csv,446,,Period mortality of breeding Short-tailed Shearwaters mean,period,"age, follow-up",qx,years since first breeding,both,wild,Fisher Island_Bass Strait_Australia,1947,1987,age since 1st breeding; but breeding age is unknown,,178,TABLE 2,Years since first bred (x) / (qx) mean,Puffinus tenuirostris,first breeding,,,
2687,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,,,DL00037_Sinclair,0,DL00037_SinclairLT01.pdf,DL00037_SinclairLT01.csv,246,,Life table for female Serengeti buffalo,period,ages at death,dx_real,age from stage,female,wild,Serengeti_Tanzania,1965,1972,,,,,,Syncerus caffer,birth/hatch,,,
2687,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,,,DL00037_Sinclair,0,DL00037_SinclairLT02.pdf,DL00037_SinclairLT02.csv,155,,Life table for Northern Serengeti males,period,ages at death,dx_real,age from stage,male,wild,Northern Serengeti_Tanzania,1965,1972,,,,,,Syncerus caffer,birth/hatch,,,
2687,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,,,DL00037_Sinclair,0,DL00037_SinclairLT03.pdf,DL00037_SinclairLT03.csv,183,,Life table for Southern Serengeti males,period,ages at death,dx_real,age from stage,male,wild,Southern Serengeti_Tanzania,1965,1972,,,,,,Syncerus caffer,birth/hatch,,,
41,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Aepyceros,melampus,,,DL00038_Fairall,,DL00038_FairallLT01.pdf,DL00038_FairallLT01.csv,160,,Life table of Impala Population,period,hunting bag,cap_Lx_real,age from stage,female,wild,Kruger National Park,,1969,age determined by eye lense sizes_gives age/lense size calbiration data; old.ages error-prone,,,,,Aepyceros melampus,birth/hatch,,,
5079,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,lagopus,,,DL00039_MacPherson,0,DL00039_age-specific_mortality_Keewatin.pdf,DL00039_age-specific_mortality_Keewatin.csv,1000,,Age-specific_mortality_Arctic Fox_Keewatin,cohort,hunting bag,dx_real,age from stage,both,wild,"Keewatin (Aberdeen Lake, Baker Lake, Ferguson Lake), Nunavut, Canada",1957,1964,,,,Table 25,x / dx,Alopex lagopus,birth/hatch,,,
4125,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,glareolus,,,DL00040_Bobek,0,DL00040_BobekLT01.pdf,DL00040_BobekLT01.csv,1398,,Age structure of Bank vole in Polish Forest High density,period,age structure,lx_stand,age,both,wild,,1967,1968,,,,,,Clethrionomys glareolus,birth/hatch,,,
4125,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,glareolus,,,DL00040_Bobek,0,DL00040_BobekLT02.pdf,DL00040_BobekLT02.csv,868,,Age structure of Bank vole in Polish Forest Low density,period,age structure,lx_stand,age,both,wild,,1968,1971,,,,,,Clethrionomys glareolus,birth/hatch,,,
180,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,flavicollis,,,DL00040_Bobek,0,DL00040_BobekLT03.pdf,DL00040_BobekLT03.csv,434,,Age structure of Yellow-necked mouse in Polish Forest High density,period,age structure,lx_stand,age,both,wild,,1967,1968,,,,,,Apodemus flavicollis,birth/hatch,,,
180,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,flavicollis,,,DL00040_Bobek,0,DL00040_BobekLT04.pdf,DL00040_BobekLT04.csv,487,,Age structure of Yellow-necked mouse in Polish Forest Low density,period,age structure,lx_stand,age,both,wild,,1968,1971,,,,,,Apodemus flavicollis,birth/hatch,,,
479,Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,canadensis,,,DL00043_Payne,,DL00043_PayneLT01.pdf,DL00043_PayneLT01.csv,3188,,Age structure of American Beaver in Newfoundland_Canada,period,hunting bag,cap_Lx_real,age,both,wild,Newsfoundland_Canada,1964,1971,Adults only_truncated at age = 2.5_age from tooth cementum analysis,,,,,Castor canadensis,birth/hatch,,,
546,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,,,DL00044_Lowe,0,,DL00044_Lowe_lx_hinds_cohort.csv,741,,Rum_Red_Deer_lx_hinds_cull,cohort,"age, follow-up",lx_stand,age_follow-up,female,wild,"Island of Rum, Scotland, UK",1957,1965,,,435,Table 9. hinds,x / lx,Cervus elaphus,birth/hatch,,,
546,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,,,DL00044_Lowe,0,,DL00044_Lowe_lx_hinds_period.csv,741,,Rum_Red_Deer_lx_hinds_pre_cull,period,"age, follow-up",lx_stand,age_follow-up,female,wild,"Island of Rum, Scotland, UK",1957,1957,,,435,Table 8. hinds,x / lx,Cervus elaphus,birth/hatch,,,
546,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,,,DL00044_Lowe,0,,DL00044_Lowe_lx_stags_cohort.csv,715,,Rum_Red_Deer_lx_stags_cull,cohort,"age, follow-up",lx_stand,age_follow-up,male,wild,"Island of Rum, Scotland, UK",1957,1965,,,435,Table 9. stags,x / lx,Cervus elaphus,birth/hatch,,,
546,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,,,DL00044_Lowe,0,,DL00044_Lowe_lx_stags_period.csv,715,,Rum_Red_Deer_lx_stags_pre_cull,period,"age, follow-up",lx_stand,age_follow-up,male,wild,"Island of Rum, Scotland, UK",1957,1957,,,435,Table 8. stags,x / lx,Cervus elaphus,birth/hatch,,,
1243,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,grypus,,,DL00048_Mansfield,,DL00048_MansfieldLT01.pdf,DL00048_MansfieldLT01.csv,175,,Age structure of male Grey Seals in Maritime Provinces and Quebec_Canada,period,hunting bag,cap_Lx_real,age,male,wild,Maritime Provinces and Quebec_Canada,1968,1970,age from canine teeth layers_truncated below age = 1_samples from harvesting by fishermen,,,,,Halichoerus grypus,birth/hatch,,,
1306,Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,amphibius,,,DL00049_Laws,0,DL00049_LawsLT01.pdf,DL00049_LawsLT01.csv,163,,Life table for Hippopotamus,period,ages at death,dx_real,age from stage,both,wild,Queen Elizabeth Park_Western Uganda,1961,1966,,,,,,Hippopotamus amphibius,birth/hatch,,,
1422,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,ellipsiprymnus,defassa,,DL00050_Spinage,0,,DL00050_SpinageLT01_QE_female.csv,33,,Defassa waterbuck Queen Elizabeth NP female,period,ages at death,dx_real,age,female,wild,Queen Elizabeth Park_Uganda,1963,1967,,,,,,Kobus defassa ugandae neumann,birth/hatch,,,
1422,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,ellipsiprymnus,defassa,,DL00050_Spinage,0,,DL00050_SpinageLT01_QE_male.csv,99,,Defassa waterbuck Queen Elizabeth NP male,period,ages at death,dx_real,age,male,wild,Queen Elizabeth Park_Uganda,1963,1967,,,,,,Kobus defassa ugandae neumann,birth/hatch,,,
1422,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,ellipsiprymnus,defassa,,DL00050_Spinage,0,,DL00050_SpinageLT03_Mweya_male_1964.csv,20,,Defassa waterbuck Mweya Peninsula male 1964,period,ages at death,dx_real,age,male,wild,Queen Elizabeth Park_Uganda,1963,1963,,,,,,Kobus defassa ugandae neumann,birth/hatch,,,
1422,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,ellipsiprymnus,defassa,,DL00050_Spinage,0,,DL00050_SpinageLT03_Mweya_male_1965.csv,15,,Defassa waterbuck Mweya Peninsula male 1965,period,ages at death,dx_real,age,male,wild,Queen Elizabeth Park_Uganda,1964,1964,,,,,,Kobus defassa ugandae neumann,birth/hatch,,,
1422,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,ellipsiprymnus,defassa,,DL00050_Spinage,0,,DL00050_SpinageLT03_Mweya_male_1966.csv,15,,Defassa waterbuck Mweya Peninsula male 1966,period,ages at death,dx_real,age,male,wild,Queen Elizabeth Park_Uganda,1965,1965,,,,,,Kobus defassa ugandae neumann,birth/hatch,,,
1584,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,,,DL00052_Laws,0,DL00052_LawsLT01.pdf,DL00052_LawsLT01.csv,133,,Life table for African Elephant in Queen Elizabeth National Park_Uganda,period,ages at death,dx_real,age from stage,both,wild,Queen Elizabeth National Park_Uganda,1963,1964,,,,,,Loxodonta a. africana Blumenbach,birth/hatch,,,
1584,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,africana,,,DL00052_Laws,0,DL00052_LawsLT02.pdf,DL00052_LawsLT02.csv,192,,Life table for African Elephant in Murchison Falls National Park_Uganda,period,ages at death,dx_real,age from stage,both,wild,Murchison Falls National Park_Uganda,1963,1964,,,,,,Loxodonta a. africana Blumenbach,birth/hatch,,,
1601,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,rufus,,,DL00054_Crowe,,DL00054_CroweLT01.pdf,DL00054_CroweLT01.csv,80,,Age structure of bobcat males from Wyoming,period,hunting bag,cap_Lx_real,age from stage,male,wild,Wyoming,1970,1973,,,,,,,birth/hatch,,,
1608,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,mulatta,,,DL00055_Sade,,DL00055_SadeLT01.pdf,DL00055_SadeLT01.csv,164,,Age distribution of female Macaca mulatta on Cayo Santiago,period,age structure,cap_Lx_real,age,female,wild,introduced on Cayo Santiago_Puerto Rico,1975,1975,,,,,,Macaca mulatta,birth/hatch,,,
1613,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,sinica,,,DL00056_Dittus,,DL00056_Dittus_females.pdf,DL00056_Dittus_females.csv,224,,Age-specific mortality of Sri Lanka toque monkey females,cohort,"age, follow-up",qx,age_follow-up,female,wild,Polonnaruwa_Sri Lanka,1968,1972,,,136,Figure 2. FEMALE,"AGE / RATE OF MORTALITY, Qx",Macaca sinica,birth/hatch,,,
1613,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,sinica,,,DL00056_Dittus,,DL00056_Dittus_males.pdf,DL00056_Dittus_males.csv,222,,Age-specific mortality of Sri Lanka toque monkey females,cohort,"age, follow-up",qx,age_follow-up,male,wild,Polonnaruwa_Sri Lanka,1968,1972,,,136,Figure 2. MALE,"AGE / RATE OF MORTALITY, Qx",Macaca sinica,birth/hatch,,,
1667,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,zibellina,,,DL00058_Monakhov,,DL00058_MonakhovLT01.pdf,DL00058_MonakhovLT01.csv,5045,,Age structure of West-Sajan Sable 1938-1970 and 1977-1981,period,age structure,cap_Lx_real,age,both,wild,Western-Sajan_Siberia_Russia,1938,1970,age from tooth growth rings_real numbers of age distribution given,,,,,Martes zibellina,birth/hatch,,,
1667,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,zibellina,,,DL00058_Monakhov,,DL00058_MonakhovLT02.pdf,DL00058_MonakhovLT02.csv,500,,Age structure (percentages) of Sable in Kisir floodplain and Western Sajan 1977-78,period,hunting bag,cap_Lx_real,age,both,wild,Kisir floodplain and Western Sajan_Siberia_Russia,1977,1978,age from tooth growth rings_only percentages of age distribution given,,,,,Martes zibellina,birth/hatch,,,
1667,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,zibellina,,,DL00058_Monakhov,,DL00058_MonakhovLT03.pdf,DL00058_MonakhovLT03.csv,500,,Age structure (percentages) of Sable in Kisir floodplain and Western Sajan 1978-79,period,hunting bag,cap_Lx_real,age,both,wild,Kisir floodplain and Western Sajan_Siberia_Russia,1978,1979,age from tooth growth rings_only percentages of age distribution given,,,,,,birth/hatch,,,
1667,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,zibellina,,,DL00058_Monakhov,,DL00058_MonakhovLT04.pdf,DL00058_MonakhovLT04.csv,143,,Age structure (percentages) of Sable in Kisir floodplain and Western Sajan 1979-80,period,hunting bag,cap_Lx_real,age,both,wild,Kisir floodplain and Western Sajan_Siberia_Russia,1979,1980,age from tooth growth rings_only percentages of age distribution given,,,,,Martes zibellina,birth/hatch,,,
1667,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,zibellina,,,DL00058_Monakhov,,DL00058_MonakhovLT05.pdf,DL00058_MonakhovLT05.csv,500,,Age structure (percentages) of Sable in Kisir floodplain and Western Sajan 1980-81,period,hunting bag,cap_Lx_real,age,both,wild,Kisir floodplain and Western Sajan_Siberia_Russia,1980,1981,age from tooth growth rings_only percentages of age distribution given,,,,,Martes zibellina,birth/hatch,,,
1667,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,zibellina,,,DL00058_Monakhov,,DL00058_MonakhovLT06.pdf,DL00058_MonakhovLT06.csv,100,,Age structure (percentages) of Sable in Northern Saural 1978-79,period,hunting bag,cap_Lx_real,age,both,wild,Northern Saural_Siberia_Russia,1978,1979,age from tooth growth rings_only percentages of age distribution given,,,,,Martes zibellina,birth/hatch,,,
1667,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,zibellina,,,DL00058_Monakhov,,DL00058_MonakhovLT07.pdf,DL00058_MonakhovLT07.csv,143,,Age structure (percentages) of Sable in Northern Saural 1979-80,period,hunting bag,cap_Lx_real,age,both,wild,Northern Saural_Siberia_Russia,1979,1980,age from tooth growth rings_only percentages of age distribution given,,,,,Martes zibellina,birth/hatch,,,
1667,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,zibellina,,,DL00058_Monakhov,,DL00058_MonakhovLT08.pdf,DL00058_MonakhovLT08.csv,500,,Age structure (percentages) of Sable in Northern Saural 1980-81,period,hunting bag,cap_Lx_real,age,both,wild,Northern Saural_Siberia_Russia,1980,1981,age from tooth growth rings_only percentages of age distribution given,,,,,Martes zibellina,birth/hatch,,,
1667,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,zibellina,,,DL00058_Monakhov,,DL00058_MonakhovLT09.pdf,DL00058_MonakhovLT09.csv,330,,Age structure (percentages) of Sable in Northern Saural 1981-82,period,hunting bag,cap_Lx_real,age,both,wild,Northern Saural_Siberia_Russia,1981,1982,age from tooth growth rings_only percentages of age distribution given,,,,,Martes zibellina,birth/hatch,,,
1819,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Myocastor,coypus,,,DL00059_Willner,,DL00059_WillnerLT01.pdf,DL00059_WillnerLT01.csv,440,,Age distribution of Maryland Nutria,period,age structure,cap_Lx_real,age from stage,both,wild,Blackwater National Wildlife Refuge_Maryland_USA,1974,1977,Age determined by the tooth eruption and wear of molars; age 0 represents "fetus",,,,,Myocastor coypus,birth/hatch,,,
2005,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,dalli,,,DL00063_Simmons,0,DL00063_SimmonsLT01.pdf,DL00063_SimmonsLT01.csv,101,,Life table for female Dall sheep_Mackenzie mountains_Northwest territories,period,ages at death,dx_real,age,female,wild,Mackenzie Mts Northwest Territ Canada,1966,1973,,,,,,Ovis dalli dalli,birth/hatch,,,
2105,Animalia,Chordata,Mammalia,Rodentia,Muridae,Peromyscus,maniculatus,,,DL00064_Snyder,0,DL00064_SnyderLT01.pdf,DL00064_SnyderLT01.csv,24,,Local survival for male Deer Mouse in Fall-Born during 1949,cohort,age-specific survival,lx_real,age,male,wild,Southeastern Michigan_US,1949,1951,,,,,,Peromyscus leucopus,birth/hatch,,,
2105,Animalia,Chordata,Mammalia,Rodentia,Muridae,Peromyscus,maniculatus,,,DL00064_Snyder,0,DL00064_SnyderLT02.pdf,DL00064_SnyderLT02.csv,36,,Local survival for male Deer Mouse in Spring and Summer Born during 1950,cohort,age-specific survival,lx_real,age,male,wild,Southeastern Michigan_US,1949,1951,,,,,,Peromyscus leucopus,birth/hatch,,,
2105,Animalia,Chordata,Mammalia,Rodentia,Muridae,Peromyscus,maniculatus,,,DL00064_Snyder,0,DL00064_SnyderLT03.pdf,DL00064_SnyderLT03.csv,37,,Local survival for male Deer Mouse in Fall-Born during 1950,cohort,age-specific survival,lx_real,age,male,wild,Southeastern Michigan_US,1949,1951,,,,,,Peromyscus leucopus,birth/hatch,,,
2105,Animalia,Chordata,Mammalia,Rodentia,Muridae,Peromyscus,maniculatus,,,DL00064_Snyder,0,DL00064_SnyderLT04.pdf,DL00064_SnyderLT04.csv,37,,Local survival for female Deer Mouse in Fall-Born during 1949,cohort,age-specific survival,lx_real,age,female,wild,Southeastern Michigan_US,1949,1951,,,,,,Peromyscus leucopus,birth/hatch,,,
2105,Animalia,Chordata,Mammalia,Rodentia,Muridae,Peromyscus,maniculatus,,,DL00064_Snyder,0,DL00064_SnyderLT05.pdf,DL00064_SnyderLT05.csv,34,,Local survival for female Deer Mouse in Spring and Summer Born during 1950,cohort,age-specific survival,lx_real,age,female,wild,Southeastern Michigan_US,1949,1951,,,,,,Peromyscus leucopus,birth/hatch,,,
2105,Animalia,Chordata,Mammalia,Rodentia,Muridae,Peromyscus,maniculatus,,,DL00064_Snyder,0,DL00064_SnyderLT06.pdf,DL00064_SnyderLT06.csv,31,,Local survival for female Deer Mouse in Fall-Born during 1950,cohort,age-specific survival,lx_real,age,female,wild,Southeastern Michigan_US,1949,1951,,,,,,Peromyscus leucopus,birth/hatch,,,
2412,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rangifer,tarandus,,,DL00067_deBie,0,DL00067_deBieLT01.pdf,DL00067_deBieLT01.csv,105,,Life table for male Svalbard Reindeer,period,ages at death,dx_real,age from stage,male,wild,Edgeoya_Svalbard,,,,,,,,Rangifer tarandus platyrhynchus Vrolik,birth/hatch,,,
2412,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rangifer,tarandus,,,DL00067_deBie,0,DL00067_deBieLT02.pdf,DL00067_deBieLT02.csv,26,,Life table for female Svalbard Reindeer,period,ages at death,dx_real,age from stage,female,wild,Edgeoya_Svalbard,,,,,,,,Rangifer tarandus platyrhynchus Vrolik,birth/hatch,,,
