datlifeuid,taxakingdom,taxaphylum,taxaclass,taxaorder,taxafamily,taxagenus,taxaspecies,taxainfraspecies,taxabreed,referenceid,derived_from_graph,age_mortality_pdf_id,age_mortality_id,n,n_recaptures,title,list_cohort_period,list_mortality_type,list_source_column,list_type_x,list_sex,list_liberty,population,yearstart,yearend,Comment,embargodate,page,name,column,author_ge_sp,list_stage_timezero,age_left_truncation,age_right_censoring,list_x_units
352,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,americanus,americanus,,DL00310_Acker,,DL00310_Acker_females.pdf,DL00310_Acker_females.csv,37,,Age structure of female American toad,period,age structure,cap_Lx_real,age from stage,female,wild,spawining site 8 km S of Charleston_Coles County_Illinois_USA,1983,1983,aged by sceletochronology,,573,FIG.2. females (closed column),Age Class (yrs) / sample sizes ,Bufo americanus,birth/hatch,,,
352,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,americanus,americanus,,DL00310_Acker,,DL00310_Acker_males.pdf,DL00310_Acker_males.csv,36,,Age structure of male American toad,period,age structure,cap_Lx_real,age from stage,male,wild,spawining site 8 km S of Charleston_Coles County_Illinois_USA,1983,1983,aged by sceletochronology,,573,FIG.2. males (open column),Age Class (yrs) / sample sizes ,Bufo americanus,birth/hatch,,,
5204,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,nerka,,anadromous,DL00311_Morbey,,DL00311_MorbeyLT01.pdf,DL00311_MorbeyLT01.csv,299,,Daily mortality probability at breeding ground Pick Creek Sockeye 1995,cohort,"age, follow-up",qx,age,both,wild,Pick Creek_Alaska_USA,1995,1995,"left-truncated data": Ocean-age of fish is known_and correlates with body size which only has a minor effect,,561,Figure 1: A: 1995 - Pick Creek,days since arrival / ln (daiyl mortality probability),anadromous Oncorhynchus nerka,birth/hatch,,,
5204,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,nerka,,anadromous,DL00311_Morbey,,DL00311_MorbeyLT02.pdf,DL00311_MorbeyLT02.csv,299,,Daily mortality probability at breeding ground Pick Creek Sockeye 1996,cohort,"age, follow-up",qx,age,both,wild,Pick Creek_Alaska_USA,1996,1996,"left-truncated data": Ocean-age of fish is known_and correlates with body size which only has a minor effect,,561,Figure 1: A: 1996 - Pick Creek,days since arrival / ln (daiyl mortality probability),anadromous Oncorhynchus nerka,birth/hatch,,,
5205,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,nerka,,nonanadromous,DL00311_Morbey,,DL00311_MorbeyLT03.pdf,DL00311_MorbeyLT03.csv,91,,Daily mortality probability at breeding ground Meadow Creek Kokanee 1998,cohort,"age, follow-up",qx,age,both,wild,Meadow Creek spawning channel_British Columbia_Canada,1998,1998,"left-truncated data": Ocean-age of fish is known_and correlates with body size which only has a minor effect,,561,Figure 1: A: 1998 - Meadow Crk,days since arrival / ln (daiyl mortality probability),nonanadromous Oncorhynchus nerka,birth/hatch,,,
5205,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,nerka,,nonanadromous,DL00311_Morbey,,DL00311_MorbeyLT04.pdf,DL00311_MorbeyLT04.csv,90,,Daily mortality probability at breeding ground Meadow Creek Kokanee 1999,cohort,"age, follow-up",qx,age,both,wild,Meadow Creek spawning channel_British Columbia_Canada,1999,1999,"left-truncated data": Ocean-age of fish is known_and correlates with body size which only has a minor effect,,561,Figure 1: A: 1999 - Meadow Crk,days since arrival / ln (daiyl mortality probability),nonanadromous Oncorhynchus nerka,birth/hatch,,,
167,Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,americana,,,DL00312_Byers,1,DL00312_Byers_females.pdf,DL00312_Byers_females.csv,840,,Survivorship of female pronghorn,cohort,"age, follow-up",lx_stand,age_follow-up,female,wild,National Bison Range_Flathead Valley_western Montana_USA,1981,1993,,,47,Figure 3.17 Females,Age (Years) / Log Number of Individuals,Antilocapra americana,birth/hatch,,,
167,Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,americana,,,DL00312_Byers,1,DL00312_Byers_males.pdf,DL00312_Byers_males.csv,840,,Survivorship of male pronghorn,cohort,"age, follow-up",lx_stand,age_follow-up,male,wild,National Bison Range_Flathead Valley_western Montana_USA,1981,1993,,,47,Figure 3.17 Males,Age (Years) / Log Number of Individuals,Antilocapra americana,birth/hatch,,,
2501,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,jarrovii,,,DL00313_Ballinger,0,DL00313_Ballinger_S_jarrovi.pdf,DL00313_Ballinger_S_jarrovi.csv,233,429,Survivorship of Sceloporus jarrovi,cohort,"age, follow-up",lx_stand,age from stage,both,wild,Chiricahua Mountains_Portal_Cochise County_Arizona_USA,1968,1970,age determined by growth between capture events,,282,Table 5.A,x / lx,Sceloporus jarrovi,birth/hatch,,,
2503,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,poinsettii,,,DL00313_Ballinger,0,DL00313_Ballinger_S_poinsetti.pdf,DL00313_Ballinger_S_poinsetti.csv,71,462,Survivorship of Sceloporus poinsetti,cohort,"age, follow-up",lx_stand,age from stage,both,wild,Mertzon_Irion Couty_Texas_USA,1969,1970,age determined by growth between capture events,,282,Table 4.,x / lx,Sceloporus poinsetti,birth/hatch,,,
2504,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,scalaris,,,DL00314_Ballinger,0,DL00314_Ballinger_S_scalaris.pdf,DL00314_Ballinger_S_scalaris.csv,217,,Survivorship of Sceloporus scalaris,cohort,"age, follow-up",lx_stand,age from stage,both,wild,Chiricahua Mountains_Portal_Cochise County_Arizona_USA,1973,1976,,,219,Table 3.,Age / lx,Sceloporus scalaris,birth/hatch,,,
2945,Animalia,Chordata,Reptilia,Squamata,Viperidae,Vipera,ursinii,ursinii,,DL00315_Baron,,DL00315_Baron.pdf,DL00315_Baron.csv,178,,Age-specific Survival of Vipera ursinii,cohort,"age, follow-up",px,age,both,wild,Mont Ventoux_France,1994,2000,hatchlings marked and followed using mark recapture methods,,645,Fig.2 (b) Model 13 (stepwise increase),Age (year class) / Annual survival probability,Vipera ursinii ursinii,birth/hatch,,,
2406,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,cascadae,,,DL00317_Briggs,,DL00317_Briggs_1966_females.pdf,DL00317_Briggs_1966_females.csv,165,,Age structure of Cascade Frog 1966 females,period,age structure,cap_Lx_real,age from stage,female,wild,Bear Spring Pond_Deschutes National Forest_Sisters_Oregon_USA,1966,1966,age from size,,295,Table 6 1966 Females,Age class / N,Rana cascadae Slater,birth/hatch,,,
2406,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,cascadae,,,DL00317_Briggs,,DL00317_Briggs_1966_males.pdf,DL00317_Briggs_1966_males.csv,318,,Age structure of Cascade Frog 1966 males,period,age structure,cap_Lx_real,age from stage,male,wild,Bear Spring Pond_Deschutes National Forest_Sisters_Oregon_USA,1966,1966,age from size,,295,Table 6 1966 Males,Age class / N,Rana cascadae Slater,birth/hatch,,,
2406,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,cascadae,,,DL00317_Briggs,,DL00317_Briggs_1967_females.pdf,DL00317_Briggs_1967_females.csv,62,,Age structure of Cascade Frog 1967 females,period,age structure,cap_Lx_real,age from stage,female,wild,Bear Spring Pond_Deschutes National Forest_Sisters_Oregon_USA,1967,1967,age from size,,295,Table 6 1967 Females,Age class / N,Rana cascadae Slater,birth/hatch,,,
2406,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,cascadae,,,DL00317_Briggs,,DL00317_Briggs_1967_males.pdf,DL00317_Briggs_1967_males.csv,221,,Age structure of Cascade Frog 1967 males,period,age structure,cap_Lx_real,age from stage,male,wild,Bear Spring Pond_Deschutes National Forest_Sisters_Oregon_USA,1967,1967,age from size,,295,Table 6 1967 Males,Age class / N,Rana cascadae Slater,birth/hatch,,,
2094,Animalia,Chordata,Aves,Galliformes,Phasianidae,Perdix,perdix,,,DL00318_Paludan,,DL00318_Paludan_Czechoslovakia.pdf,DL00318_Paludan_Czechoslovakia.csv,89,,Hunting bag of partridges in Czechoslovakia,cohort,hunting bag,cap_Lx_real,age_follow-up,both,wild,Czechoslovakia,,,,,36,Table 3,Age-groups x / Czechoslovakia dx,Perdix perdix,birth/hatch,,,
2094,Animalia,Chordata,Aves,Galliformes,Phasianidae,Perdix,perdix,,,DL00318_Paludan,,DL00318_Paludan_Denmark.pdf,DL00318_Paludan_Denmark.csv,142,,Hunting bag of partridges in Denmark,cohort,hunting bag,cap_Lx_real,age_follow-up,both,wild,Denmark,1950,1958,Released brids were birds of the year,,36,Table 3,Age-groups x / Denmark dx,Perdix perdix,birth/hatch,,,
2094,Animalia,Chordata,Aves,Galliformes,Phasianidae,Perdix,perdix,,,DL00318_Paludan,,DL00318_Paludan_Italy.pdf,DL00318_Paludan_Italy.csv,23,,Hunting bag of partridges in Italy,cohort,hunting bag,cap_Lx_real,age_follow-up,both,wild,Italy,,,,,36,Table 3,Age-groups x / Italy dx,Perdix perdix,birth/hatch,,,
5201,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,hispanicus,,DL00319_Carranza,,DL00319_Carranza_females.pdf,DL00319_Carranza_females.csv,2141,,Hunting bag of Red Deer females in Spain,period,hunting bag,cap_Lx_real,age from stage,female,wild,Spain,,2004,exact location aind year not provided in paper and suppl material,,214,Table 1,Age (years) / Female,Cervus elaphus hispanicus,birth/hatch,,,
5201,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,hispanicus,,DL00319_Carranza,,DL00319_Carranza_males.pdf,DL00319_Carranza_males.csv,739,,Hunting bag of Red Deer males in Spain,period,hunting bag,cap_Lx_real,age from stage,male,wild,Spain,,2004,exact location aind year not provided in paper and suppl material,,214,Table 1,Age (years) / Male,Cervus elaphus hispanicus,birth/hatch,,,
546,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,,,DL00320_Catchpole,,DL00320_Catchpole_females_mean.pdf,DL00320_Catchpole_females_mean.csv,738,,Age-specific survival of Rum Red Deer females mean,cohort,"age, follow-up",px,age_follow-up,female,wild,"Island of Rum, Scotland, UK",1973,2004,,,9,Figure 3,Age / females (*)mean,Cervus elaphus,birth/hatch,,,
546,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,,,DL00320_Catchpole,,DL00320_Catchpole_males_mean.pdf,DL00320_Catchpole_males_mean.csv,767,,Age-specific survival of Rum Red Deer males mean,cohort,"age, follow-up",px,age_follow-up,male,wild,"Island of Rum, Scotland, UK",1973,2004,,,9,Figure 3,Age / males (*)mean,Cervus elaphus,birth/hatch,,,
1982,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,cuniculus,,,DL00321_Cowan,,DL00321_CowanLT.pdf,DL00321_CowanLT.csv,374,,Age-specific period survival of young rabbits,period,"age, follow-up",Nxmx,age_follow-up,both,wild,South England,1977,1979,breeding seasons lumped together,,608,Table I,Age interval / FUSION Number at risk / FUSION qx / FUSION lx,Oryctolagus cuniculus,birth/hatch,,,
1609,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,,,DL00322_Dazey,,DL00322_Dazey_females.pdf,DL00322_Dazey_females.csv,559,,Period captive data Pig-tailed Macaque females,period,ages at death,NxDx,age_follow-up,female,captive,"Regional Primate Research Center Field Statioin, University of Washington, WA",1967,1974,,,275,Table 1,x / ox female / nwx female / ndx female,Macaca nemestrina,birth/hatch,,153.000,
1609,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,,,DL00322_Dazey,,DL00322_Dazey_males.pdf,DL00322_Dazey_males.csv,598,,Period captive data Pig-tailed Macaque males,period,ages at death,NxDx,age_follow-up,male,captive,"Regional Primate Research Center Field Statioin, University of Washington, WA",1967,1974,,,275,Table 1,x / ox male / nwx male / ndx male,Macaca nemestrina,birth/hatch,,153.000,
1974,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oreamnos,americanus,,,DL00323_FestaBianchet,,DL00323_FestaBianchet_females.pdf,DL00323_FestaBianchet_females.csv,312,651,Age-specific survival of Mountain Goats females,cohort,"age, follow-up",px,age_follow-up,female,wild,"Caw Ridge, Cache, Alberta, Canada",1989,2003,,,166,Figure 9.2,AGE (years) / SURVIVAL RATE females,Oreamnos americanus,birth/hatch,,,
1974,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oreamnos,americanus,,,DL00323_FestaBianchet,,DL00323_FestaBianchet_males.pdf,DL00323_FestaBianchet_males.csv,145,303,Age-specific survival of Mountain Goats females,cohort,"age, follow-up",px,age_follow-up,male,wild,"Caw Ridge, Cache, Alberta, Canada",1989,2003,,,166,Figure 9.2,AGE (years) / SURVIVAL RATE males,Oreamnos americanus,birth/hatch,,,
290,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bison,bonasus,,,DL00324_Krasinski,,DL00324_Krasinski_females.pdf,DL00324_Krasinski_females.csv,141,,Age structure European bison females Bialowieza,period,"age, follow-up",cap_Lx_real,age_follow-up,female,wild,"Bialowieza Primeval Forest, Poland",1973,1973,age known by introductions,,12,Fig.3. Age pyramid females,"Age, years / Numbers",Bison bonasus,birth/hatch,,,
290,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bison,bonasus,,,DL00324_Krasinski,,DL00324_Krasinski_males.pdf,DL00324_Krasinski_males.csv,112,,Age structure European bison females Bialowieza,period,"age, follow-up",cap_Lx_real,age_follow-up,male,wild,"Bialowieza Primeval Forest, Poland",1973,1973,age known by introductions,,12,Fig.3. Age pyramid males,"Age, years / Numbers",Bison bonasus,birth/hatch,,,
187,Animalia,Chordata,Aves,Apodiformes,Apodidae,Apus,melba,,,DL00325_Jones,,DL00325_Jones_Apus_melba.pdf,DL00325_Jones_Apus_melba.csv,273,,Cohort survivorship of Alpine Swift,cohort,"age, follow-up",lx_real,age_follow-up,female,wild,"Solothurn, Switzerland; Pierre Bize",1999,2006,,,,ALPS,Age / Survival,Apus melba,birth/hatch,,,
453,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus,capreolus,,,DL00325_Jones,,DL00325_Jones_Capreolus_capreolus.pdf,DL00325_Jones_Capreolus_capreolus.csv,89,,Cohort survivorship of Roe Deer,cohort,"age, follow-up",lx_real,age_follow-up,female,wild,"Chize, France; Jean-Michel Gaillard",1977,2003,,,,ROED,Age / Survival,Capreolus capreolus,birth/hatch,,,
546,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,,,DL00325_Jones,,DL00325_Jones_Cervus_elaphus.pdf,DL00325_Jones_Cervus_elaphus.csv,589,,Cohort survivorship of Red Deer,cohort,"age, follow-up",lx_real,age_follow-up,female,wild,"Rum, UK; Tim Clutton-Brock",1974,2001,,,,REDD,Age / Survival,Cervus elaphus,birth/hatch,,,
804,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,olor,,,DL00325_Jones,,DL00325_Jones_Cygnus_olor.pdf,DL00325_Jones_Cygnus_olor.csv,2084,,Cohort survivorship of Mute Swan,cohort,"age, follow-up",lx_real,age_follow-up,female,wild,"Abbotsbury, UK; Ben Sheldon",1978,2005,,,,MSWA,Age / Survival,Cygnus olor,birth/hatch,,,
3640,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,albicollis,,,DL00325_Jones,,DL00325_Jones_Ficedula_albicollis.pdf,DL00325_Jones_Ficedula_albicollis.csv,3325,,Cohort survivorship of Collared Flycatcher,cohort,"age, follow-up",lx_real,age_follow-up,female,wild,"Gotland, Sweden; Lars Gustafsson",1980,2000,,,,COLF,Age / Survival,Ficedula albicollis,birth/hatch,,,
5193,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Fulmarus,glacialoides,,,DL00325_Jones,,DL00325_Jones_Fulmarus_glacialoides.pdf,DL00325_Jones_Fulmarus_glacialoides.csv,96,,Cohort survivorship of Southern Fulmar,cohort,"age, follow-up",lx_real,age_follow-up,female,wild,Antarctica; Henri Weimerskirch,1969,2003,,,,SFUL,Age / Survival,Fulmarus glacialoides,birth/hatch,,,
1659,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,flaviventris,,,DL00325_Jones,,,DL00325_Jones_Marmota_flaviventris.csv,428,,Cohort survivorship of Yellow-bellied Marmot,cohort,"age, follow-up",lx_real,age_follow-up,female,wild,"Gothic, Colorado, USA; Kenneth Armitage",1962,2000,,,,MARM,Age / Survival,Marmota flaviventris,birth/hatch,,,
2002,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,aries,,,DL00325_Jones,,DL00325_Jones_Ovis_aries.pdf,DL00325_Jones_Ovis_aries.csv,962,,Cohort survivorship of Soay Sheep,cohort,"age, follow-up",lx_real,age_follow-up,female,wild,"St Kilda, UK; Josephine Pemberton",1985,2003,,,,SOAY,Age / Survival,Ovis aries,birth/hatch,,,
2054,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,major,,,DL00325_Jones,,DL00325_Jones_Parus_major.pdf,DL00325_Jones_Parus_major.csv,6662,,Cohort survivorship of Great Tit,cohort,"age, follow-up",lx_real,age_follow-up,female,wild,"Wytham Wood, UK; Ben Sheldon",1960,2004,,,,GRET,Age / Survival,Parus major,birth/hatch,,,
4844,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,uralensis,,,DL00325_Jones,,DL00325_Jones_Strix_uralensis.pdf,DL00325_Jones_Strix_uralensis.csv,296,,Age-specific survival of Ural Owl,cohort,"age, follow-up",lx_real,age_follow-up,female,wild,"PŠijat-HŠme, Finland; Jon Brommer",1977,2000,,,,URAL,Age / Survival,Strix uralensis,birth/hatch,,,
2887,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,alba,,,DL00325_Jones,,DL00325_Jones_Tyto_alba.pdf,DL00325_Jones_Tyto_alba.csv,296,,Age-specific survival of Barn Owl,cohort,"age, follow-up",lx_real,age_follow-up,female,wild,Western Switzerland; Alexandre Roulin,1990,2005,,,,BARN,Age / Survival,Tyto alba,birth/hatch,,,
5190,Animalia,Nematoda,Secernentea,Rhabditida,Rhabditidae,Caenorhabditis,elegans,,,DL00326_Chen,,DL00326_Chen_C_elegans.pdf,DL00326_Chen_C_elegans.csv,1000,,Age-specific survivorship of C elegans,cohort,"age, follow-up",lx_real,age_follow-up,hermaphrodite,captive,"N2 var Bristol; DR subcolone of CB original, Tcl pattern 1; Caenorhabditis Center at University of Minnesota, USA",2005,2005,,,1063,Fig.1  A,,Caenorhabditis elegans,birth/hatch,,,
5177,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Ceratitis,capitata,,,DL00327_Carey,,,DL00327_Carey_medflies.csv,970,,Age-specific survivorship of Medflies,cohort,"age, follow-up",lx_real,age_follow-up,female,captive,"Moscamed facility, Metapa, Chiapas, Mexico",1998,1998,,,,,,Ceratitis capitata,birth/hatch,,,
719,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,johnsoni,,,DL00328_Tucker,0,,DL00328_Tucker_Crocodylus_johnsoni.csv,1874,,Age-specific survivorship of Freshwater Crocodile,cohort,"age, follow-up",lx_stand,age_follow-up,female,wild,"Lynd River, North Queensland, Australia",1977,1997,"age known for 1025 females, age estimated for the rest",,138,Table 9.5,,Crocodylus johnsoni,birth/hatch,,,
5191,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,longispina,,,DL00329_Dawidowicz,,,DL00329_Dawidowicz_Daphnia_longispina.csv,210,,Age-specific survivorship of Daphnia Longispina,cohort,"age, follow-up",lx_real,age_follow-up,female,captive,"F1 generation frow wild, taken from Lakes in North eastern Poland",2009,2009,,,30,Fig.4,,Daphnia longispina,birth/hatch,,,
5164,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,melanogaster,,,DL00340_Khazaeli,0,DL00340_Khazaeli_Drosophila_melanogaster.pdf,DL00340_Khazaeli_Drosophila_melanogaster.csv,15352,,Age-specific survivorship of Drosophila melanogaster,cohort,"age, follow-up",lx_stand,age_follow-up,female,captive,cohort of 58 recombinant inbred lines inbred for 50 generations,2009,2009,,,3410,Figure 1 B,,Drosophila melanogaster,birth/hatch,,,
5194,Animalia,Cnidaria,Hydrozoa,Anthothecata,Hydridae,Hydra,vulgaris,,,DL00341_Schaible,0,DL00341_Schaible_Hydra_magnipapillata.pdf,DL00341_Schaible_Hydra_magnipapillata.csv,1019,1610818,Age-specific suvivorship of Hydra magnipapillata,cohort,"age, follow-up",lx_stand,age_follow-up,asexual,captive,Hydra magnipapillata strain 105,1996,2013,,,8,survival 0-1 40 year MPIDR batch 1,,Hydra magnipapillata,birth/hatch,,,
3878,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Leucopsar,rothschildi,,,DL00343_Ricklefs,,DL00343_Ricklefs_Leucopsar_rothschildi.pdf,DL00343_Ricklefs_Leucopsar_rothschildi.csv,644,,Age-specific survivorship of Bali Mynah in ISIS Zoos,cohort,"age, follow-up",lx_real,age_follow-up,female,captive,ISIS Zoos,1920,2000,,,89,4.4. Unten rechts,,Leucopsar rothschildi,birth/hatch,,,
5195,Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,quadricornifera,,,DL00344_Ricci,,,DL00344_Ricci_Macrotrachela.csv,24,,Age-specific survivorship of Macrotrachela,cohort,"age, follow-up",lx_real,age_follow-up,parthenogens,captive,from laboratory clonal culture several years in the lab;  originally collected in moss from a spring-fed pond in Northern Italy,2006,2006,,,,,,Macrotrachela quadricornifera,birth/hatch,,,
5196,Animalia,Arthropoda,Insecta,Phthiraptera,Pediculidae,Pediculus,humanus,,,DL00345_Evans,,DL00345_Evans_Human_louse_female.pdf,DL00345_Evans_Human_louse_females.csv,400,,Age-specific survivorship of Human louse females,cohort,"age, follow-up",lx_real,age_follow-up,female,captive,lab population attained from Bureau of Entomology in uncrowded conditions,1951,1951,,,301,TABLE 1,Midpoint of age class / Number alive at mid-point Females,Pediculus humanus,birth/hatch,,,
5196,Animalia,Arthropoda,Insecta,Phthiraptera,Pediculidae,Pediculus,humanus,,,DL00345_Evans,,DL00345_Evans_Human_louse_male.pdf,DL00345_Evans_Human_louse_males.csv,400,,Age-specific survivorship of Human louse males,cohort,"age, follow-up",lx_real,age_follow-up,male,captive,lab population attained from Bureau of Entomology in uncrowded conditions,1951,1951,,,301,TABLE 1,Midpoint of age class / Number alive at mid-point males,Pediculus humanus,birth/hatch,,,
39,Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,funereus,,,Franz_1984,,Franz_1984.pdf,Franz_1984.csv,283,,Boreal owl female mortality,cohort,"age, follow-up",NxDx,age from stage,female,wild,"Southern Westphalia, Germany",1961,1983,,,267,Tabl.5,Lebensjahr _ a) _ b),Aegolius funereus,birth/hatch,82.000,,
2452,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,tridactyla,,,Frederiksen_2004,,Frederiksen_2004.pdf,Frederiksen_2004.csv,69,,Survival of Marked Kittiwakes,cohort,"age, follow-up",px,age_follow-up,both,wild,"Isle of May, Southeast Scotland, UK",1986,2002,MARK UCARE,,545,Fig.2.,Age / Survival (each dot!),Rissa tridactyla,birth/hatch,,,
2023,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,haliaetus,,,ABird-Henny-1969,,Henny_1969_mortality_rate_found_dead.pdf,Henny_1969_mortality_rate_found_dead.csv,101,,Mortality rate Osprey Found dead,cohort,"age, follow-up",NxDx,age_follow-up,both,wild,"New York, New Jersey, USA",1900,1965,,,194,TABLE 3.,Years of Life / Found Dead / No. of recoveries / Alive at beginning,Pandion haliatus carolinensis,birth/hatch,,,
1312,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,rustica,,,Henny_1972b,,Henny_1972b_Barn_Swallow_1920-57.pdf,Henny_1972b_Barn_Swallow_1920-57.csv,102,,Mortality rates of Barn Swallows banded as nestlings 1920-57,cohort,"age, follow-up",NxDx,age,both,wild,USA and Canada,1920,1957,,,103,Table 37.,Years of Life / No. of recoveries / Alive at beginning,Hirundo rustica,birth/hatch,,,
2075,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,occidentalis,,,Henny_1972b,,Henny_1972b_Brown_Pelican_1927-34.pdf,Henny_1972b_Brown_Pelican_1927-34.csv,82,,Mortality rates of Brown Pelican banded as nestlings in Florida 1927-34,cohort,"age, follow-up",NxDx,age_follow-up,both,wild,"Florida, USA",1927,1934,,,94,Table 33.,1927-1934 Years of Life / No. of recoveries / Alive at beginning,Pelecanus occidentalis,birth/hatch,,,
2075,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,occidentalis,,,Henny_1972b,,Henny_1972b_Brown_Pelican_1935-41.pdf,Henny_1972b_Brown_Pelican_1935-41.csv,226,,Mortality rates of Brown Pelican banded as nestlings in Florida 1935-41,cohort,"age, follow-up",NxDx,age_follow-up,both,wild,"Florida, USA",1935,1941,,,94,Table 33.,1935-1941 Years of Life / No. of recoveries / Alive at beginning,Pelecanus occidentalis,birth/hatch,,,
217,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,herodias,,,Henny_1972b,,Henny_1972b_Great_Blue_Heron_1916-45.pdf,Henny_1972b_Great_Blue_Heron_1916-45.csv,329,,Mortality rates of Great Blue Herons banded as nestlings 1916-45,cohort,"age, follow-up",mx,age_follow-up,both,wild,USA and Canada,1916,1945,,,77,Table 25.,Years of Life / No. of recoveries / Alive at beginning,Ardea herodias,birth/hatch,,,
1922,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,nycticorax,,,Henny_1972b,,Henny_1972b_Night_Heron_1926-45.pdf,Henny_1972b_Night_Heron_1926-45.csv,626,,Mortality rates of Black-crowned Night Heron banded as nestlings 1926-45,cohort,"age, follow-up",NxDx,age_follow-up,both,wild,USA and Canada,1926,1945,,,86,Table 31.,Years of Life / No. of recoveries / Alive at beginning,Nycticorax nycticorax,birth/hatch,,,
377,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lineatus,,,Henny_1972b,,Henny_1972b_Red-shouldered_Hawk_1924-45.pdf,Henny_1972b_Red-shouldered_Hawk_1924-45.csv,120,,Mortality rates of Red-shouldered Hawks banded as nestlings 1924-45,cohort,"age, follow-up",NxDx,age_follow-up,both,wild,USA and Canada,1924,1945,,,40,Table 10.,Years of Life / No. of recoveries / Alive at beginning,Buteo lineatus,birth/hatch,,,
1087,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,sparverius,,,Henny_1972b,,Henny_1972b_Sparrowhawk_1924-45.pdf,Henny_1972b_Sparrowhawk_1924-45.csv,71,,Mortality rates of Sparrowhawks banded as nestlings 1924-45,cohort,"age, follow-up",NxDx,age_follow-up,both,wild,USA and Canada,1924,1945,,,53,Table 17.,Years of Life / No. of recoveries / Alive at beginning,Falco sparverius,birth/hatch,,,
5061,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,dalli,dalli,,Hoefs_1975,,Hoefs_1975_age_structure_ewes.pdf,Hoefs_1975_age_structure_ewes.csv,123,,Age structure of Dall sheep ewes ,period,age structure,cap_Lx_real,age from stage,female,wild,"Sheep Mountain, Kluane Game Sanctuary, Canada",1975,1975,,,457,FIGURE:42,AGE IN YEARS _ Ewes _ n,Ovis dalli dalli (Nelson),birth/hatch,,,
